post_id,text,post_text,shared_text,time,image,video,likes,comments,shares,post_url,link
,,,,,,,,,,,
"10,158,822,188,210,600.00",,,,,https://scontent.fhfa1-2.fna.fbcdn.net/v/t1.0-0/cp0/e15/q65/p240x240/88010952_2598358173781762_6496164225910571008_o.jpg?_nc_cat=100&_nc_sid=07e735&_nc_ohc=EdiFXqjEWkQAX9izi-j&_nc_ht=scontent.fhfa1-2.fna&tp=3&oh=01127a3ef84276f7ef0ddbe927e93682&oe=5F5F80A6,,0,0,0,,
,,,,,,,,,,,
"10,158,808,718,135,600.00","An Amazing appartment for rent in Nesher Hamitzpe 4 with a very kind owner, only 7mins away by bus to technion and also to the central bus station(merkazt hamifrazs) 2mins away from supermarket(maksane shuk, supersal)
Everything in the picture stays with the appartment.
Appartment rent;
-rent 2100 shekels only(per month)
-arnona 450 shekels(for 2 months)
-building maintance 50 shekels(cleaning/washing)per month
Appartment details;
-2 bedrooms
-Saloon
-Kitchen
-Passage Area(dinning/studying)
-Washroom
-Bathroom
for any details or to see the appartment you can contact me 052-4010197.
Can enter the appartment from 1st April 2020 or earlier,by directly signing the contract with the owner.
IMG_0936.PNG
IMG_0938.PNG
IMG_0939.PNG
IMG_0940.PNG
IMG_0941.PNG
+9","An Amazing appartment for rent in Nesher Hamitzpe 4 with a very kind owner, only 7mins away by bus to technion and also to the central bus station(merkazt hamifrazs) 2mins away from supermarket(maksane shuk, supersal)
Everything in the picture stays with the appartment.
Appartment rent;
-rent 2100 shekels only(per month)
-arnona 450 shekels(for 2 months)
-building maintance 50 shekels(cleaning/washing)per month
Appartment details;
-2 bedrooms
-Saloon
-Kitchen
-Passage Area(dinning/studying)
-Washroom
-Bathroom
for any details or to see the appartment you can contact me 052-4010197.
Can enter the appartment from 1st April 2020 or earlier,by directly signing the contract with the owner.
IMG_0936.PNG
IMG_0938.PNG
IMG_0939.PNG
IMG_0940.PNG
IMG_0941.PNG
+9",,,https://scontent.fhfa1-2.fna.fbcdn.net/v/t1.0-0/cp0/e15/q65/p160x160/88035490_3363661570331128_8085943823609364480_n.jpg?_nc_cat=105&_nc_sid=07e735&_nc_ohc=2ZZt2FhxX9QAX9a8LHu&_nc_ht=scontent.fhfa1-2.fna&tp=3&oh=590848929fb5f2b531f4d0d4e95f8782&oe=5F5FD39C,,2,0,0,,
,,,,,,,,,,,
"10,158,801,359,530,600.00","Dear all, I'm looking for a 2 rooms appartment for April in Neve Shaanane. Thanks for your feedbacks.","Dear all, I'm looking for a 2 rooms appartment for April in Neve Shaanane. Thanks for your feedbacks.",,,,,0,0,0,,
,,,,,,,,,,,
"10,158,793,609,570,600.00","שלום לכולם ,
Looking for a sublet apartment or a room in share house in haifa /nesher area.
For about 2/ 3 months.
Quite and clean עולה חדשה from australia.
Work full time so I'm hardly at home. (And always pay rent on time 👌)
Just need temporary living before I relocate to the north .
Please private message me if you can help
Cheers!","שלום לכולם ,
Looking for a sublet apartment or a room in share house in haifa /nesher area.
For about 2/ 3 months.
Quite and clean עולה חדשה from australia.
Work full time so I'm hardly at home. (And always pay rent on time 👌)
Just need temporary living before I relocate to the north .
Please private message me if you can help
Cheers!",,,,,0,0,0,,
,,,,,,,,,,,
"10,158,793,580,510,600.00",,,,,,,0,0,0,,
,,,,,,,,,,,
"10,158,787,616,455,600.00","Hey! Looking for a dati roommate for an apartment in ziv, thanks!","Hey! Looking for a dati roommate for an apartment in ziv, thanks!",,,,,2,0,0,,
,,,,,,,,,,,
"10,158,778,939,005,600.00","English Below
שלום,
בקשה מיוחדת לדירה\בית 4.5+ חדרים בסמוך לטכניון. תודה :)
Hello,
Special request for any 4.5+ room apartment or house for rent near Technion. Any leads are welcome. Thanks","English Below
שלום,
בקשה מיוחדת לדירה\בית 4.5+ חדרים בסמוך לטכניון. תודה :)
Hello,
Special request for any 4.5+ room apartment or house for rent near Technion. Any leads are welcome. Thanks",,,,,1,0,0,,
,,,,,,,,,,,
"10,158,771,716,010,600.00","Alberto Bendjouia shared a post.
January 15 at 6:31 AM ·
Alberto Bendjouia‎Haifa Young English Speakers (and friends)
January 15 at 6:31 AM ·
Sublet available in downtown Haifa beginning of March. Private Message me for details.",,"Alberto Bendjouia shared a post.
January 15 at 6:31 AM ·
Alberto Bendjouia‎Haifa Young English Speakers (and friends)
January 15 at 6:31 AM ·
Sublet available in downtown Haifa beginning of March. Private Message me for details.",,,,0,0,0,,
,,,,,,,,,,,
,"Alberto Bendjouia‎Haifa Young English Speakers (and friends)
January 15 at 6:31 AM ·
Sublet available in downtown Haifa beginning of March. Private Message me for details.",,"Alberto Bendjouia‎Haifa Young English Speakers (and friends)
January 15 at 6:31 AM ·
Sublet available in downtown Haifa beginning of March. Private Message me for details.",,https://scontent.fhfa1-2.fna.fbcdn.net/v/t1.0-0/cp0/e15/q65/p160x160/82174582_10157046988397654_7114100970585325568_n.jpg?_nc_cat=100&_nc_sid=07e735&_nc_ohc=9fEb5H-W7M4AX_Ziiy6&_nc_ht=scontent.fhfa1-2.fna&tp=3&oh=c75e47d1c2bb49419a6774001b5235cf&oe=5F60D619,,0,0,0,,
,,,,,,,,,,,
"10,158,677,063,745,600.00","Hi everyone!!! I'm looking for a room in a shared appartment (up to 3 roommies incluided myself, age +27). Downtown or Bat Galim (close to the train). Non-smoking, no pets, no central A/C, dud shemesh. Thanks!!!!","Hi everyone!!! I'm looking for a room in a shared appartment (up to 3 roommies incluided myself, age +27). Downtown or Bat Galim (close to the train). Non-smoking, no pets, no central A/C, dud shemesh. Thanks!!!!",,,,,2,1,0,,
,,,,,,,,,,,
"10,158,433,840,515,600.00","Hii guys,
I'm an oleh chadash from Brazil. I'm looking for a cheap apartment to be a roommate at/close to downtown, but I'm open mind for other places also.
About me, 24, graduated in business, administration, very clean and funny.","Hii guys,
I'm an oleh chadash from Brazil. I'm looking for a cheap apartment to be a roommate at/close to downtown, but I'm open mind for other places also.
About me, 24, graduated in business, administration, very clean and funny.",,11/20/2019 10:22,,,2,2,0,,
,,,,,,,,,,,
"10,158,760,055,070,600.00","Hi!
Looking for a fully furnished apartment with 3 bed rooms, within walking distance of the Technion. Any help would be greatly appreciated! 😁","Hi!
Looking for a fully furnished apartment with 3 bed rooms, within walking distance of the Technion. Any help would be greatly appreciated! 😁",,,,,0,0,0,,
,,,,,,,,,,,
"10,158,738,998,515,600.00","Hi everyone! I'm looking for a cheap room/small apartment starting March. Sublet/rent would both be okay. Does anyone have anything?
(Preferably in upper hadar area)","Hi everyone! I'm looking for a cheap room/small apartment starting March. Sublet/rent would both be okay. Does anyone have anything?
(Preferably in upper hadar area)",,,,,0,0,0,,
,,,,,,,,,,,
"10,158,674,386,755,600.00","Hi everyone! We're looking for someone to sublet our great apartment. the apartment located on 9th Brener st.
The period will be starting in February (we're flexible about that), until August with an option to extend the lease with the owner of the apartment.
*2 bedrooms and a large living space.
*a separated shower and restroom
*located in Ramot remez, a bus station right next to the building, close to the technion and ziv center.
*1st floor
*induction for cooking, 2 large closets, optional: a fridge, 2 tables and the sofa stays
*the rent is 2900 nis per month
(+972)- 0506590871- yuval
(+972)- 0508355853- Adi Greenberg","Hi everyone! We're looking for someone to sublet our great apartment. the apartment located on 9th Brener st.
The period will be starting in February (we're flexible about that), until August with an option to extend the lease with the owner of the apartment.
*2 bedrooms and a large living space.
*a separated shower and restroom
*located in Ramot remez, a bus station right next to the building, close to the technion and ziv center.
*1st floor
*induction for cooking, 2 large closets, optional: a fridge, 2 tables and the sofa stays
*the rent is 2900 nis per month
(+972)- 0506590871- yuval
(+972)- 0508355853- Adi Greenberg",,,https://scontent.fhfa1-1.fna.fbcdn.net/v/t1.0-0/cp0/e15/q65/p160x160/83154426_10221281541176438_4884773563959083008_o.jpg?_nc_cat=110&_nc_sid=07e735&_nc_ohc=PmRd9BctIAoAX9UXzeX&_nc_ht=scontent.fhfa1-1.fna&tp=3&oh=d92ec66b9e18962805bbeb0e321e0d57&oe=5F5FE0C8,,1,1,0,,
,,,,,,,,,,,
"10,158,657,688,510,600.00","Apartment share in Tirat Carmel close to transportation to everywhere. Large, comfortable furnished (will be), air-conditioned place for you to study and chill out. Parking available, if needed. Available Feb. 14 -- 16, (15th is Shabbat). 2,000 NIS per month, plus 1/2 expenses. Male or female, gay-friendly. Must be non-smoker and love dogs. Non-kosher. Please WhatsApp me so we can talk, exchange phone numbers, and meet to see if we are a good fit. I will be happy to send you pictures by WhatsApp.","Apartment share in Tirat Carmel close to transportation to everywhere. Large, comfortable furnished (will be), air-conditioned place for you to study and chill out. Parking available, if needed. Available Feb. 14 -- 16, (15th is Shabbat). 2,000 NIS per month, plus 1/2 expenses. Male or female, gay-friendly. Must be non-smoker and love dogs. Non-kosher. Please WhatsApp me so we can talk, exchange phone numbers, and meet to see if we are a good fit. I will be happy to send you pictures by WhatsApp.",,,https://scontent.fhfa1-2.fna.fbcdn.net/v/t1.0-0/cp0/e15/q65/p320x320/83180332_10222371887911371_8531206244281614336_o.jpg?_nc_cat=108&_nc_sid=ca434c&_nc_ohc=c2UdyfRTRD0AX-o5fII&_nc_ht=scontent.fhfa1-2.fna&tp=3&oh=1a82b2a89bd73104652a27444790a1c5&oe=5F5E35E4,,2,0,0,,
,,,,,,,,,,,
"10,158,493,655,585,600.00","Hi, I’m Oleh Hadash From Brazil, I’m looking for a cheap room to rent.
About me, I’m 20, I’m studying Hebrew in Ulpan Etzion and next year probably I’m going to the Army. I’m looking to rent a room or Sublet for a period to 6 months.
I’m Nice Guy, organized and don’t smoke
050-4927175","Hi, I’m Oleh Hadash From Brazil, I’m looking for a cheap room to rent.
About me, I’m 20, I’m studying Hebrew in Ulpan Etzion and next year probably I’m going to the Army. I’m looking to rent a room or Sublet for a period to 6 months.
I’m Nice Guy, organized and don’t smoke
050-4927175",,12/7/2019 14:53,,,4,1,0,,
,,,,,,,,,,,
"10,158,537,889,795,600.00","Yaara Leshem‎Haifa Young English Speakers (and friends)
December 16, 2019 at 6:02 PM ·",,"Yaara Leshem‎Haifa Young English Speakers (and friends)
December 16, 2019 at 6:02 PM ·",12/20/2019 11:06,https://scontent.fhfa1-2.fna.fbcdn.net/v/t1.0-0/cp0/e15/q65/s280x280/80602130_10220672443096481_9185848896159481856_o.jpg?_nc_cat=100&_nc_sid=07e735&_nc_ohc=YvRwiUHhjzMAX884xp3&_nc_ht=scontent.fhfa1-2.fna&tp=9&oh=430a0611e1cd38de0a12246dd2c87776&oe=5F5FB354,,2,2,0,,
,,,,,,,,,,,
"10,158,508,477,610,600.00","Hello everyone! We're leaving our great apartment in **Carmel center (Ha-Tor St)** and we're looking for people (it's perfect for families or friends) who might be interested. PM for more details and pictures
**Large 4 room apartment for sublet in Carmel Center.**
**Flexible duration (at least 3 months, year or more possible as well). **
**The apartment has 3 bedrooms, a large living room/kitchen and a covered balcony (100 m^2). **
**Fully furnished in great condition (as in pictures). 2 A/C’s, solar + electric heater.**
**Price is 4000 NIS/per month, excluding utilities (Arnona ~ 700NIS/month, water, electricity, internet, vaad).**
**Available from beginning of January (flexible).**","Hello everyone! We're leaving our great apartment in **Carmel center (Ha-Tor St)** and we're looking for people (it's perfect for families or friends) who might be interested. PM for more details and pictures
**Large 4 room apartment for sublet in Carmel Center.**
**Flexible duration (at least 3 months, year or more possible as well). **
**The apartment has 3 bedrooms, a large living room/kitchen and a covered balcony (100 m^2). **
**Fully furnished in great condition (as in pictures). 2 A/C’s, solar + electric heater.**
**Price is 4000 NIS/per month, excluding utilities (Arnona ~ 700NIS/month, water, electricity, internet, vaad).**
**Available from beginning of January (flexible).**",,12/11/2019 18:02,https://scontent.fhfa1-2.fna.fbcdn.net/v/t1.0-0/cp0/e15/q65/p160x160/80416605_10157069578226374_7351308526829961216_o.jpg?_nc_cat=107&_nc_sid=07e735&_nc_ohc=7gITo8GasHQAX_NGjTV&_nc_ht=scontent.fhfa1-2.fna&tp=3&oh=83a144d56c20451e8f1cdf50c056c988&oe=5F5F79FF,,3,2,0,,
,,,,,,,,,,,
"10,158,155,965,490,600.00","Hi everyone! As my following tenant leaving Israel, I have to find someone to move in starting from now.
[📍Location]Leon Blum 54, 2 stops away from Grand canyon! 20 mins to technion! With absolutely stunning view of Haifa bay 🎉
[🏠Flat]2 rooms+1living room, with seperate toilet for each. The kitchen is nice clean and well equipped. The flat itself is super clean and tidy. Also we have 2 elevators in the building, which is quite convenient.
[🎶Life] We are both easygoing people. We do things together quite a lot, cooking, watching Netflix, going to downtown for a beer (My flatmate got a car 🤪) But not a must! You could still get a lot of me time if you want. Also my roommate is a sports lover and a very tidy person
[💰Price] 1600₪ + bills
Your potential roommate here Ameer Azaiza","Hi everyone! As my following tenant leaving Israel, I have to find someone to move in starting from now.
[📍Location]Leon Blum 54, 2 stops away from Grand canyon! 20 mins to technion! With absolutely stunning view of Haifa bay 🎉
[🏠Flat]2 rooms+1living room, with seperate toilet for each. The kitchen is nice clean and well equipped. The flat itself is super clean and tidy. Also we have 2 elevators in the building, which is quite convenient.
[🎶Life] We are both easygoing people. We do things together quite a lot, cooking, watching Netflix, going to downtown for a beer (My flatmate got a car 🤪) But not a must! You could still get a lot of me time if you want. Also my roommate is a sports lover and a very tidy person
[💰Price] 1600₪ + bills
Your potential roommate here Ameer Azaiza",,8/27/2019 8:46,https://scontent.fhfa1-2.fna.fbcdn.net/v/t1.0-0/cp0/e15/q65/p160x160/68825788_2374825865966300_7746071327626231808_n.jpg?_nc_cat=101&_nc_sid=07e735&_nc_ohc=6a0t6F366g4AX8DuNGw&_nc_ht=scontent.fhfa1-2.fna&tp=3&oh=fcd4cf5f3716e2376accbbf905095f7c&oe=5F5E4821,,2,1,0,,
,,,,,,,,,,,
"10,158,588,193,120,600.00","Hi guys, I’m looking for an apartment for rent starting mid/end of February. Can be long term. No roommates, pets must be allowed. Preferably in the areas of Mercaz Hacarmel/Ahuza/Upper Hadar. Thank you!!","Hi guys, I’m looking for an apartment for rent starting mid/end of February. Can be long term. No roommates, pets must be allowed. Preferably in the areas of Mercaz Hacarmel/Ahuza/Upper Hadar. Thank you!!",,,,,0,0,0,,
,,,,,,,,,,,
"10,158,541,855,165,600.00","Room in apartment for rent
At Neve Ganim st.
Close to the Tehnion.
1000 shekels a month not included electricity.
New building , new apartment.
Female only .
Entrance date : 10.3.2020
For more info p.m me","Room in apartment for rent
At Neve Ganim st.
Close to the Tehnion.
1000 shekels a month not included electricity.
New building , new apartment.
Female only .
Entrance date : 10.3.2020
For more info p.m me",,12/21/2019 13:41,https://scontent.fhfa1-2.fna.fbcdn.net/v/t1.0-0/cp0/e15/q65/p160x160/80573551_2687693851313668_5625644972863651840_n.jpg?_nc_cat=104&_nc_sid=07e735&_nc_ohc=I59jeqe9PvEAX-U0x0e&_nc_ht=scontent.fhfa1-2.fna&tp=3&oh=f25365a29bbf89bd34ac595b502e708f&oe=5F5FA76F,,1,0,2,,
,,,,,,,,,,,
"10,158,527,270,175,600.00",,,,12/17/2019 7:22,https://scontent.fhfa1-2.fna.fbcdn.net/v/t1.0-0/cp0/e15/q65/p240x240/79698227_10218106250502638_5284054189314408448_o.jpg?_nc_cat=100&_nc_sid=07e735&_nc_ohc=6WkpKnMk64IAX-lotEl&_nc_ht=scontent.fhfa1-2.fna&tp=3&oh=cbfc297b1573d02b81174a7823399794&oe=5F5FC8DE,,0,1,0,,
,,,,,,,,,,,
"10,158,545,672,165,600.00",,,,12/22/2019 15:28,,,0,0,0,,
,,,,,,,,,,,
"10,158,511,272,250,600.00","Hi everyone, I'm looking for sublet in Haifa for the following 2 months (Jan +Feb) around the downtown area, close to Rambam hospital.
Any help is appreciated ✌🏻","Hi everyone, I'm looking for sublet in Haifa for the following 2 months (Jan +Feb) around the downtown area, close to Rambam hospital.
Any help is appreciated ✌🏻",,12/12/2019 13:52,,,2,2,0,,
,,,,,,,,,,,
"10,158,500,860,745,600.00","Hi people! I am currently studying at Ulpan Etzion and will need to rent a room for about 3 to 4 months, starting january. Interested in Mercaz HaCarmel, Hadar, Massada , Downtown or close to them. cell - 053 325 2501","Hi people! I am currently studying at Ulpan Etzion and will need to rent a room for about 3 to 4 months, starting january. Interested in Mercaz HaCarmel, Hadar, Massada , Downtown or close to them. cell - 053 325 2501",,12/9/2019 13:54,,,1,1,0,,
,,,,,,,,,,,
"10,158,405,491,650,600.00","Room in nice apartment near Technion
I'm looking for a female flatmate for a 2-bedroom apartment at HaRav Maimon, 15-mins walk to the Technion, close to Ziv Centre. The apartment is fully furnished, spacious, bright and clean, with a great view of Mount Carmel. The room will be available from 1 Jan 2020, with monthly rental of 1780 NIS excluding water and electricity. The prospective flatmate should be considerate and very clean. Quiet persons are a better fit. Please PM for more info.","Room in nice apartment near Technion
I'm looking for a female flatmate for a 2-bedroom apartment at HaRav Maimon, 15-mins walk to the Technion, close to Ziv Centre. The apartment is fully furnished, spacious, bright and clean, with a great view of Mount Carmel. The room will be available from 1 Jan 2020, with monthly rental of 1780 NIS excluding water and electricity. The prospective flatmate should be considerate and very clean. Quiet persons are a better fit. Please PM for more info.",,11/12/2019 10:22,https://scontent.fhfa1-1.fna.fbcdn.net/v/t1.0-0/cp0/e15/q65/p160x160/75071215_2833474773411336_1718908347798781952_o.jpg?_nc_cat=109&_nc_sid=07e735&_nc_ohc=GrOK3GmHSScAX88Q0hR&_nc_ht=scontent.fhfa1-1.fna&tp=3&oh=94276bb3dce22c23ed045304171257bc&oe=5F60698C,,3,0,0,,
,,,,,,,,,,,
"10,158,477,500,830,600.00","Yaara Leshem‎Haifa Young English Speakers (and friends)
December 3, 2019 at 6:35 AM ·",,"Yaara Leshem‎Haifa Young English Speakers (and friends)
December 3, 2019 at 6:35 AM ·",12/3/2019 6:36,https://scontent.fhfa1-1.fna.fbcdn.net/v/t1.0-0/cp0/e15/q65/s280x280/78220192_10220538958999462_8446494495473664000_o.jpg?_nc_cat=111&_nc_sid=07e735&_nc_ohc=IAEs5x4h-jcAX_20vEE&_nc_ht=scontent.fhfa1-1.fna&tp=9&oh=6f20dda98c6e1820750e499eb48ea3bc&oe=5F5E73F7,,1,0,0,,
,,,,,,,,,,,
"10,158,454,163,140,600.00","Yaara Leshem‎Haifa Young English Speakers (and friends)
November 19, 2019 at 6:41 AM ·",,"Yaara Leshem‎Haifa Young English Speakers (and friends)
November 19, 2019 at 6:41 AM ·",11/26/2019 10:41,https://scontent.fhfa1-2.fna.fbcdn.net/v/t1.0-0/cp0/e15/q65/p160x160/75636110_10220405902273127_6256960875672895488_o.jpg?_nc_cat=107&_nc_sid=07e735&_nc_ohc=xGSIXieqUmEAX-0viA7&_nc_ht=scontent.fhfa1-2.fna&tp=3&oh=15c5ce172bebb908ff36bbbc3960df80&oe=5F600317,,0,0,0,,
,,,,,,,,,,,
"10,158,431,950,205,600.00",,,,11/19/2019 20:15,,,0,0,0,,
,,,,,,,,,,,
"10,158,430,176,930,600.00","Ideal for friends/couples or families. Available from January 2020. PM if interested
Santiago Saglietti‎דירות לסטודנטים חיפה
November 18, 2019 at 8:06 AM ·
מסבלט את דירתי במרכז כרמל.
4 חדרים גדולה + מרפסת מקורה (100 מ""ר).
ברחוב התור, במרכז הכרמל (בקירבת כל מה שצריך).
תקופה גמישה (3 חודשים ומעלה, אפשר גם שנה ויותר).
הדירה מרוהטת באופן מלא ובמצב מצויין (כמו בתמונות).
מזגנים ב2 חדרים ובסלון, קולט+דוד, סורגים (קומה ראשונה ורשתות.
מחיר: 4000 ש""ח לחודש לא כולל תשלומים (ארנונה 700 ש""ח לחודש).
כניסה: תחילת ינואר (גמיש).",Ideal for friends/couples or families. Available from January 2020. PM if interested,"Santiago Saglietti‎דירות לסטודנטים חיפה
November 18, 2019 at 8:06 AM ·
מסבלט את דירתי במרכז כרמל.
4 חדרים גדולה + מרפסת מקורה (100 מ""ר).
ברחוב התור, במרכז הכרמל (בקירבת כל מה שצריך).
תקופה גמישה (3 חודשים ומעלה, אפשר גם שנה ויותר).
הדירה מרוהטת באופן מלא ובמצב מצויין (כמו בתמונות).
מזגנים ב2 חדרים ובסלון, קולט+דוד, סורגים (קומה ראשונה ורשתות.
מחיר: 4000 ש""ח לחודש לא כולל תשלומים (ארנונה 700 ש""ח לחודש).
כניסה: תחילת ינואר (גמיש).",11/19/2019 8:08,https://scontent.fhfa1-1.fna.fbcdn.net/v/t1.0-0/cp0/e15/q65/p160x160/75485980_10221229518264508_2935571685383864320_o.jpg?_nc_cat=102&_nc_sid=07e735&_nc_ohc=J3rTfYwFxhYAX_6pr2n&_nc_oc=AQmEtFQI1HJyXC2a75e4BQ0h9ADpiL5J7kBmpVYx8FbpkUPe8U2k0aRlK4WWrr1Gv8yZSQ0gLG2NxJO4VDHmUc6C&_nc_ht=scontent.fhfa1-1.fna&tp=3&oh=868bfc2bcd131ef1d8955be5db97828a&oe=5F60BFA8,,1,0,0,,
,,,,,,,,,,,
"10,158,425,383,570,600.00","Сдаётся на Французском Кармеле, ул. Чернихвски 57,
4-х комнатная квартира.
В хорошем состоянии, частичная мебель, есть центральный мазган.
4-й этаж.
Удобное расположение: рядом школа Лео- Бэк, магазины.
Вид на море.
Арнона 666ш, ваад 80ш.
Цена 3500ш, без оплаты маклерских услуг.
тел :0527325957
להשכרה בכרמל צרפתי, רח'' צ'רניחובסקי 57
דירה בת 4 חדרים, במצב מצויין, ריהות חלקי, מזגן מרכזי.
קומה רביעית.
נמצת במקום נוח: קרוב לבית ספר לאו בק, ולחנויות.
יש נוף לים.
ארנונה 666ש, ועד הבית 80ש.
המחיר 3500, ללא דמי תיווך
טל: 0527325957","Сдаётся на Французском Кармеле, ул. Чернихвски 57,
4-х комнатная квартира.
В хорошем состоянии, частичная мебель, есть центральный мазган.
4-й этаж.
Удобное расположение: рядом школа Лео- Бэк, магазины.
Вид на море.
Арнона 666ш, ваад 80ш.
Цена 3500ш, без оплаты маклерских услуг.
тел :0527325957
להשכרה בכרמל צרפתי, רח'' צ'רניחובסקי 57
דירה בת 4 חדרים, במצב מצויין, ריהות חלקי, מזגן מרכזי.
קומה רביעית.
נמצת במקום נוח: קרוב לבית ספר לאו בק, ולחנויות.
יש נוף לים.
ארנונה 666ש, ועד הבית 80ש.
המחיר 3500, ללא דמי תיווך
טל: 0527325957",,11/17/2019 22:12,https://scontent.fhfa1-1.fna.fbcdn.net/v/t1.0-0/cp0/e15/q65/p160x160/73333431_2377368625725827_4081073118590795776_o.jpg?_nc_cat=103&_nc_sid=07e735&_nc_ohc=ynMPiB_6hcUAX_B8oD0&_nc_ht=scontent.fhfa1-1.fna&tp=3&oh=763d4c8adb09556ee3cb64b256ee82da&oe=5F5ECEA0,,0,0,0,,
,,,,,,,,,,,
"10,158,419,460,535,600.00","Rachel Harpaz
October 29, 2019 at 4:32 AM ·
להשכרה מידית בכספרי בכרמל, דירה יפיפיה לאחר שיפוץ, 3 חדרים עם יציאה למרפסת צמודת קרקע.
מחיר כולל ארנונה 3100.
פרטים רוחלה 0544740833",,"Rachel Harpaz
October 29, 2019 at 4:32 AM ·
להשכרה מידית בכספרי בכרמל, דירה יפיפיה לאחר שיפוץ, 3 חדרים עם יציאה למרפסת צמודת קרקע.
מחיר כולל ארנונה 3100.
פרטים רוחלה 0544740833",11/16/2019 6:29,https://scontent.fhfa1-2.fna.fbcdn.net/v/t1.0-0/cp0/e15/q65/p160x160/72609891_3996115843735666_3648111784902000640_n.jpg?_nc_cat=105&_nc_sid=110474&_nc_ohc=D40tgRivTMoAX_F1_-T&_nc_ht=scontent.fhfa1-2.fna&tp=3&oh=89f393226428f1cb037b6c1c18993d6b&oe=5F5ECB56,,0,0,0,https://m.facebook.com/story.php?story_fbid=3995833363763914&id=100000118697586,
,,,,,,,,,,,
"10,158,417,933,370,600.00","Rachel Harpaz
October 29, 2019 at 4:32 AM ·
להשכרה מידית בכספרי בכרמל, דירה יפיפיה לאחר שיפוץ, 3 חדרים עם יציאה למרפסת צמודת קרקע.
מחיר כולל ארנונה 3100.
פרטים רוחלה 0544740833",,"Rachel Harpaz
October 29, 2019 at 4:32 AM ·
להשכרה מידית בכספרי בכרמל, דירה יפיפיה לאחר שיפוץ, 3 חדרים עם יציאה למרפסת צמודת קרקע.
מחיר כולל ארנונה 3100.
פרטים רוחלה 0544740833",11/15/2019 20:24,https://scontent.fhfa1-2.fna.fbcdn.net/v/t1.0-0/cp0/e15/q65/p160x160/72609891_3996115843735666_3648111784902000640_n.jpg?_nc_cat=105&_nc_sid=110474&_nc_ohc=D40tgRivTMoAX_F1_-T&_nc_ht=scontent.fhfa1-2.fna&tp=3&oh=89f393226428f1cb037b6c1c18993d6b&oe=5F5ECB56,,0,0,0,https://m.facebook.com/story.php?story_fbid=3995833363763914&id=100000118697586,
,,,,,,,,,,,
"10,158,408,777,035,600.00","Adam Cartier posted an item for sale.
October 29, 2019 at 6:34 AM ·
להשכרה מיידית, לטווח ארוך, בכספרי בכרמל, בחיפה. דירה יפיפיה לאחר שיפוץ, 3 חדרים עם יציאה למרפסת צמודת קרקע.
מחיר כולל ארנונה 3100.
פרטים רוחלה 0544740833
Apartment available for immediate entry, on a long-term basis, on Caspari St. in Carmel, Haifa.
A beautiful and newly renovated apartment, with 3 rooms and direct access to a balcony (attached to the ground).
Price including aronona: 3100nis
For more details contact Rochale, 0544740833",,"Adam Cartier posted an item for sale.
October 29, 2019 at 6:34 AM ·
להשכרה מיידית, לטווח ארוך, בכספרי בכרמל, בחיפה. דירה יפיפיה לאחר שיפוץ, 3 חדרים עם יציאה למרפסת צמודת קרקע.
מחיר כולל ארנונה 3100.
פרטים רוחלה 0544740833
Apartment available for immediate entry, on a long-term basis, on Caspari St. in Carmel, Haifa.
A beautiful and newly renovated apartment, with 3 rooms and direct access to a balcony (attached to the ground).
Price including aronona: 3100nis
For more details contact Rochale, 0544740833",11/13/2019 8:29,,,1,0,0,https://m.facebook.com/story.php?story_fbid=10156500044311781&id=554926780,
,,,,,,,,,,,
,"להשכרה מיידית, לטווח ארוך, בכספרי בכרמל, בחיפה. דירה יפיפיה לאחר שיפוץ, 3 חדרים עם יציאה למרפסת צמודת קרקע.
מחיר כולל ארנונה 3100.
פרטים רוחלה 0544740833
Apartment available for immediate entry, on a long-term basis, on Caspari St. in Carmel, Haifa.
A beautiful and newly renovated apartment, with 3 rooms and direct access to a balcony (attached to the ground).
Price including aronona: 3100nis
For more details contact Rochale, 0544740833","להשכרה מיידית, לטווח ארוך, בכספרי בכרמל, בחיפה. דירה יפיפיה לאחר שיפוץ, 3 חדרים עם יציאה למרפסת צמודת קרקע.
מחיר כולל ארנונה 3100.
פרטים רוחלה 0544740833
Apartment available for immediate entry, on a long-term basis, on Caspari St. in Carmel, Haifa.
A beautiful and newly renovated apartment, with 3 rooms and direct access to a balcony (attached to the ground).
Price including aronona: 3100nis
For more details contact Rochale, 0544740833",,10/29/2019 6:34,https://scontent.fhfa1-1.fna.fbcdn.net/v/t1.0-0/cp0/e15/q65/s280x280/73475223_10156500043866781_716021917835853824_n.jpg?_nc_cat=109&_nc_sid=110474&_nc_ohc=yCsSdiTLjc4AX91OAYt&_nc_ht=scontent.fhfa1-1.fna&tp=9&oh=1ff1d3553da3cd82ada79e5649931479&oe=5F5E89EC,,0,0,0,https://m.facebook.com/story.php?story_fbid=10156500044311781&id=554926780,
,,,,,,,,,,,
